name,pokedex_number,abilities,typing,hp,attack,defense,special_attack,special_defense,speed,height,weight,genus,gen_introduced,female_rate,genderless,baby_pokemon,legendary,mythical,is_default,forms_switchable,base_experience,capture_rate,egg_groups,egg_cycles,base_happiness,can_evolve,evolves_from,primary_color,shape,number_pokemon_with_typing,normal_attack_effectiveness,fire_attack_effectiveness,water_attack_effectiveness,electric_attack_effectiveness,grass_attack_effectiveness,ice_attack_effectiveness,fighting_attack_effectiveness,poison_attack_effectiveness,ground_attack_effectiveness,fly_attack_effectiveness,psychic_attack_effectiveness,bug_attack_effectiveness,rock_attack_effectiveness,ghost_attack_effectiveness,dragon_attack_effectiveness,dark_attack_effectiveness,steel_attack_effectiveness,fairy_attack_effectiveness
Palpitoad,536,Swift Swim~Hydration~Water Absorb,Water~Ground,75,65,55,65,55,69,8,170,Vibration Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,134,120,Water 1,20,70,TRUE,Tympole,Blue,Upright,10,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
Seismitoad,537,Swift Swim~Poison Touch~Water Absorb,Water~Ground,105,95,75,85,75,74,15,620,Vibration Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,229,45,Water 1,20,70,FALSE,Palpitoad,Blue,Humanoid,10,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
Throh,538,Guts~Inner Focus~Mold Breaker,Fighting,120,100,85,30,85,45,13,555,Judo Pokémon,5,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,163,45,Human-Like,20,70,FALSE,,Red,Humanoid,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Sawk,539,Sturdy~Inner Focus~Mold Breaker,Fighting,75,125,75,30,75,85,14,510,Karate Pokémon,5,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,163,45,Human-Like,20,70,FALSE,,Blue,Humanoid,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Sewaddle,540,Swarm~Chlorophyll~Overcoat,Bug~Grass,45,53,70,40,60,42,3,25,Sewing Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,255,Bug,15,70,TRUE,,Yellow,Armor,6,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
Swadloon,541,Leaf Guard~Chlorophyll~Overcoat,Bug~Grass,55,63,90,50,80,42,5,73,Leaf-Wrapped Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,133,120,Bug,15,70,TRUE,Sewaddle,Green,Arms,6,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
Leavanny,542,Swarm~Chlorophyll~Overcoat,Bug~Grass,75,103,80,70,80,92,12,205,Nurturing Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,225,45,Bug,15,70,FALSE,Swadloon,Yellow,Humanoid,6,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
Venipede,543,Poison Point~Swarm~Speed Boost,Bug~Poison,30,45,59,30,39,57,4,53,Centipede Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,52,255,Bug,15,70,TRUE,,Red,Armor,13,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
Whirlipede,544,Poison Point~Swarm~Speed Boost,Bug~Poison,40,55,99,40,79,47,12,585,Curlipede Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,126,120,Bug,15,70,TRUE,Venipede,Gray,Ball,13,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
Scolipede,545,Poison Point~Swarm~Speed Boost,Bug~Poison,60,100,89,55,69,112,25,2005,Megapede Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,218,45,Bug,20,70,FALSE,Whirlipede,Red,Armor,13,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
Cottonee,546,Prankster~Infiltrator~Chlorophyll,Grass~Fairy,40,27,60,37,50,66,3,6,Cotton Puff Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,190,Grass~Fairy,20,70,TRUE,,Green,Ball,5,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
Whimsicott,547,Prankster~Infiltrator~Chlorophyll,Grass~Fairy,60,67,85,77,75,116,7,66,Windveiled Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,75,Grass~Fairy,20,70,FALSE,Cottonee,Green,Humanoid,5,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
Petilil,548,Chlorophyll~Own Tempo~Leaf Guard,Grass,45,35,50,70,50,30,5,66,Bulb Pokémon,5,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,190,Grass,20,70,TRUE,,Green,Blob,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Lilligant,549,Chlorophyll~Own Tempo~Leaf Guard,Grass,70,60,75,110,75,90,11,163,Flowering Pokémon,5,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,75,Grass,20,70,FALSE,Petilil,Green,Blob,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Basculin Blue Striped,550,Rock Head~Adaptability~Mold Breaker,Water,70,92,65,80,55,98,10,180,Hostile Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,161,25,Water 2,40,70,FALSE,,Green,Fish,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Basculin Red Striped,550,Reckless~Adaptability~Mold Breaker,Water,70,92,65,80,55,98,10,180,Hostile Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,161,25,Water 2,40,70,FALSE,,Green,Fish,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Sandile,551,Intimidate~Moxie~Anger Point,Ground~Dark,50,72,35,35,35,65,7,152,Desert Croc Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,58,180,Field,20,70,TRUE,,Brown,Quadruped,3,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
Krokorok,552,Intimidate~Moxie~Anger Point,Ground~Dark,60,82,45,45,45,74,10,334,Desert Croc Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,123,90,Field,20,70,TRUE,Sandile,Brown,Quadruped,3,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
Krookodile,553,Intimidate~Moxie~Anger Point,Ground~Dark,95,117,80,65,70,92,15,963,Intimidation Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,234,45,Field,20,70,FALSE,Krokorok,Red,Upright,3,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,2
Darumaka,554,Hustle~Inner Focus,Fire,70,90,45,15,45,50,6,375,Zen Charm Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,63,120,Field,20,70,TRUE,,Red,Humanoid,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Darumaka Galar,554,Hustle~Inner Focus,Ice,70,90,45,15,45,50,7,400,Zen Charm Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63,120,Field,20,70,TRUE,,Red,Humanoid,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Darmanitan Standard,555,Sheer Force~Zen Mode,Fire,105,140,55,30,55,95,13,929,Blazing Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,168,60,Field,20,70,FALSE,Darumaka,Red,Quadruped,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Darmanitan Standard Galar,555,Gorilla Tactics~Zen Mode,Ice,105,140,55,30,55,95,17,1200,Blazing Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,168,60,Field,20,70,FALSE,Darumaka,Red,Quadruped,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Darmanitan Zen,555,Sheer Force~Zen Mode,Fire~Psychic,105,30,105,140,105,55,13,929,Blazing Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,189,60,Field,20,70,FALSE,Darumaka,Red,Quadruped,3,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
Darmanitan Zen Galar,555,Gorilla Tactics~Zen Mode,Ice~Fire,105,160,55,30,55,135,17,1200,Blazing Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,168,60,Field,20,70,FALSE,Darumaka,Red,Quadruped,1,1,1,2,1,0.5,0.25,2,1,2,1,1,0.5,4,1,1,1,1,0.5
Maractus,556,Water Absorb~Chlorophyll~Storm Drain,Grass,75,86,67,106,67,60,10,280,Cactus Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,161,255,Grass,20,70,FALSE,,Green,Blob,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Dwebble,557,Sturdy~Shell Armor~Weak Armor,Bug~Rock,50,65,85,35,35,55,3,145,Rock Inn Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,65,190,Bug~Mineral,20,70,TRUE,,Red,Armor,5,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
Crustle,558,Sturdy~Shell Armor~Weak Armor,Bug~Rock,70,105,125,65,75,45,14,2000,Stone Home Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,75,Bug~Mineral,20,70,FALSE,Dwebble,Red,Armor,5,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
Scraggy,559,Shed Skin~Moxie~Intimidate,Dark~Fighting,50,75,70,35,70,48,6,118,Shedding Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,70,180,Field~Dragon,15,35,TRUE,,Yellow,Upright,4,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
Scrafty,560,Shed Skin~Moxie~Intimidate,Dark~Fighting,65,90,115,45,115,58,11,300,Hoodlum Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,171,90,Field~Dragon,15,70,FALSE,Scraggy,Red,Upright,4,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4
Sigilyph,561,Wonder Skin~Magic Guard~Tinted Lens,Psychic~Flying,72,58,80,103,80,97,14,140,Avianoid Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,172,45,Flying,20,70,FALSE,,Black,Wings,8,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
Yamask,562,Mummy,Ghost,38,30,85,55,65,30,5,15,Spirit Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,190,Mineral~Amorphous,25,70,TRUE,,Black,Arms,15,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
Yamask Galar,562,Wandering Spirit,Ground~Ghost,38,55,85,30,65,30,5,15,Spirit Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,190,Mineral~Amorphous,25,70,TRUE,,Black,Arms,6,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
Cofagrigus,563,Mummy,Ghost,58,50,145,95,105,30,17,765,Coffin Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,169,90,Mineral~Amorphous,25,70,FALSE,Yamask,Yellow,Blob,15,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
Tirtouga,564,Solid Rock~Sturdy~Swift Swim,Water~Rock,54,78,103,53,45,22,7,165,Prototurtle Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,71,45,Water 1~Water 3,30,70,TRUE,,Blue,Quadruped,11,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
Carracosta,565,Solid Rock~Sturdy~Swift Swim,Water~Rock,74,108,133,83,65,32,12,810,Prototurtle Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,45,Water 1~Water 3,30,70,FALSE,Tirtouga,Blue,Upright,11,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
Archen,566,Defeatist,Rock~Flying,55,112,45,74,45,70,5,95,First Bird Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,71,45,Flying~Water 3,30,70,TRUE,,Yellow,Wings,6,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
Archeops,567,Defeatist,Rock~Flying,75,140,65,112,65,110,14,320,First Bird Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,177,45,Flying~Water 3,30,70,FALSE,Archen,Yellow,Wings,6,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
Trubbish,568,Stench~Sticky Hold~Aftermath,Poison,50,50,62,40,62,65,6,310,Trash Bag Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,190,Mineral,20,70,TRUE,,Green,Humanoid,16,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
Garbodor,569,Stench~Weak Armor~Aftermath,Poison,80,95,82,60,82,75,19,1073,Trash Heap Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,166,60,Mineral,20,70,FALSE,Trubbish,Green,Humanoid,16,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
Garbodor Gmax,569,Stench~Weak Armor~Aftermath,Poison,80,95,82,60,82,75,210,10000,Trash Heap Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,166,60,Mineral,20,70,FALSE,Trubbish,Green,Humanoid,16,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
Zorua,570,Illusion,Dark,40,65,40,80,40,65,7,125,Tricky Fox Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,75,Field,25,70,TRUE,,Gray,Quadruped,14,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Zoroark,571,Illusion,Dark,60,105,60,120,60,105,16,811,Illusion Fox Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,179,45,Field,20,70,FALSE,Zorua,Gray,Upright,14,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Minccino,572,Cute Charm~Technician~Skill Link,Normal,55,50,40,40,40,75,4,58,Chinchilla Pokémon,5,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,255,Field,15,70,TRUE,,Gray,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Cinccino,573,Cute Charm~Technician~Skill Link,Normal,75,95,60,65,60,115,5,75,Scarf Pokémon,5,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,165,60,Field,15,70,FALSE,Minccino,Gray,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Gothita,574,Frisk~Competitive~Shadow Tag,Psychic,45,30,50,55,65,45,4,58,Fixation Pokémon,5,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,58,200,Human-Like,20,70,TRUE,,Purple,Humanoid,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Gothorita,575,Frisk~Competitive~Shadow Tag,Psychic,60,45,70,75,85,55,7,180,Manipulate Pokémon,5,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,137,100,Human-Like,20,70,TRUE,Gothita,Purple,Humanoid,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Gothitelle,576,Frisk~Competitive~Shadow Tag,Psychic,70,55,95,95,110,65,15,440,Astral Body Pokémon,5,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,221,50,Human-Like,20,70,FALSE,Gothorita,Purple,Humanoid,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Solosis,577,Overcoat~Magic Guard~Regenerator,Psychic,45,30,40,105,50,20,3,10,Cell Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,58,200,Amorphous,20,70,TRUE,,Green,Ball,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Duosion,578,Overcoat~Magic Guard~Regenerator,Psychic,65,40,50,125,60,30,6,80,Mitosis Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,130,100,Amorphous,20,70,TRUE,Solosis,Green,Ball,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Reuniclus,579,Overcoat~Magic Guard~Regenerator,Psychic,110,65,75,125,85,30,10,201,Multiplying Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,221,50,Amorphous,20,70,FALSE,Duosion,Green,Arms,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Ducklett,580,Keen Eye~Big Pecks~Hydration,Water~Flying,62,44,50,44,50,55,5,55,Water Bird Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,190,Water 1~Flying,20,70,TRUE,,Blue,Wings,8,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
Swanna,581,Keen Eye~Big Pecks~Hydration,Water~Flying,75,87,63,87,63,98,13,242,White Bird Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,166,45,Water 1~Flying,20,70,FALSE,Ducklett,White,Wings,8,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
Vanillite,582,Ice Body~Snow Cloak~Weak Armor,Ice,36,50,50,65,60,44,4,57,Fresh Snow Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,255,Mineral,20,70,TRUE,,White,Blob,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Vanillish,583,Ice Body~Snow Cloak~Weak Armor,Ice,51,65,65,80,75,59,11,410,Icy Snow Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,138,120,Mineral,20,70,TRUE,Vanillite,White,Blob,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Vanilluxe,584,Ice Body~Snow Warning~Weak Armor,Ice,71,95,85,110,95,79,13,575,Snowstorm Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,241,45,Mineral,20,70,FALSE,Vanillish,White,Heads,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Deerling,585,Chlorophyll~Sap Sipper~Serene Grace,Normal~Grass,60,60,50,40,50,75,6,195,Season Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,67,190,Field,20,70,TRUE,,Pink,Quadruped,2,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
Sawsbuck,586,Chlorophyll~Sap Sipper~Serene Grace,Normal~Grass,80,100,70,60,70,95,19,925,Season Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,166,75,Field,20,70,FALSE,Deerling,Brown,Quadruped,2,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1
Emolga,587,Static~Motor Drive,Electric~Flying,55,75,60,75,60,103,4,50,Sky Squirrel Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,150,200,Field,20,70,FALSE,,White,Quadruped,6,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
Karrablast,588,Swarm~Shed Skin~No Guard,Bug,50,75,45,40,45,60,5,59,Clamping Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,63,200,Bug,15,70,TRUE,,Blue,Humanoid,19,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
Escavalier,589,Swarm~Shell Armor~Overcoat,Bug~Steel,70,135,105,60,105,20,10,330,Cavalry Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,75,Bug,15,70,FALSE,Karrablast,Gray,Arms,7,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
Foongus,590,Effect Spore~Regenerator,Grass~Poison,69,55,45,55,55,15,2,10,Mushroom Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,59,190,Grass,20,70,TRUE,,White,Arms,15,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Amoonguss,591,Effect Spore~Regenerator,Grass~Poison,114,85,70,85,80,30,6,105,Mushroom Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,162,75,Grass,20,70,FALSE,Foongus,White,Arms,15,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
Frillish,592,Water Absorb~Cursed Body~Damp,Water~Ghost,55,40,50,65,85,40,12,330,Floating Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,67,190,Amorphous,20,70,TRUE,,White,Tentacles,2,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
Jellicent,593,Water Absorb~Cursed Body~Damp,Water~Ghost,100,60,70,85,105,60,22,1350,Floating Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,60,Amorphous,20,70,FALSE,Frillish,White,Tentacles,2,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1
Alomomola,594,Healer~Hydration~Regenerator,Water,165,75,80,40,45,65,12,316,Caring Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,165,75,Water 1~Water 2,40,70,FALSE,,Pink,Fish,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Joltik,595,Compound Eyes~Unnerve~Swarm,Bug~Electric,50,47,50,57,50,65,1,6,Attaching Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,190,Bug,20,70,TRUE,,Yellow,Armor,4,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
Galvantula,596,Compound Eyes~Unnerve~Swarm,Bug~Electric,70,77,60,97,60,108,8,143,EleSpider Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,165,75,Bug,20,70,FALSE,Joltik,Yellow,Armor,4,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
Ferroseed,597,Iron Barbs,Grass~Steel,44,50,91,24,86,10,6,188,Thorn Seed Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,255,Grass~Mineral,20,70,TRUE,,Gray,Ball,3,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
Ferrothorn,598,Iron Barbs~Anticipation,Grass~Steel,74,94,131,54,116,20,10,1100,Thorn Pod Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,171,90,Grass~Mineral,20,70,FALSE,Ferroseed,Gray,Tentacles,3,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
Klink,599,Plus~Minus~Clear Body,Steel,40,55,70,45,60,30,3,210,Gear Pokémon,5,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,60,130,Mineral,20,70,TRUE,,Gray,Heads,11,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
Klang,600,Plus~Minus~Clear Body,Steel,60,80,95,70,85,50,6,510,Gear Pokémon,5,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,154,60,Mineral,20,70,TRUE,Klink,Gray,Heads,11,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
Klinklang,601,Plus~Minus~Clear Body,Steel,60,100,115,70,85,90,6,810,Gear Pokémon,5,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,234,30,Mineral,20,70,FALSE,Klang,Gray,Heads,11,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
Tynamo,602,Levitate,Electric,35,55,40,45,40,60,2,3,EleFish Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,55,190,Amorphous,20,70,TRUE,,White,Fish,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Eelektrik,603,Levitate,Electric,65,85,70,75,70,40,12,220,EleFish Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,142,60,Amorphous,20,70,TRUE,Tynamo,Blue,Fish,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Eelektross,604,Levitate,Electric,85,115,80,105,80,50,21,805,EleFish Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,232,30,Amorphous,20,70,FALSE,Eelektrik,Blue,Fish,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Elgyem,605,Telepathy~Synchronize~Analytic,Psychic,55,55,55,85,55,30,5,90,Cerebral Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,67,255,Human-Like,20,70,TRUE,,Blue,Upright,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Beheeyem,606,Telepathy~Synchronize~Analytic,Psychic,75,75,75,125,95,40,10,345,Cerebral Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,90,Human-Like,20,70,FALSE,Elgyem,Brown,Humanoid,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Litwick,607,Flash Fire~Flame Body~Infiltrator,Ghost~Fire,50,30,55,65,55,20,3,31,Candle Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,55,190,Amorphous,20,70,TRUE,,White,Blob,5,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
Lampent,608,Flash Fire~Flame Body~Infiltrator,Ghost~Fire,60,40,60,95,60,55,6,130,Lamp Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,130,90,Amorphous,20,70,TRUE,Litwick,Black,Arms,5,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
